Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
12,5,Typhlosion,Porygon2,Charizard,Flaaffy,Exploud,Cradily,168,22,0,88.4
12,5,Ponyta,Xatu,Plusle,Rapidash,Fearow,Blissey,167,22,0,88.4
12,5,Sceptile,Vibrava,Raichu,Xatu,Fearow,Exploud,182,21,3,88.3
12,5,Loudred,Cubone,Jolteon,Venusaur,Gyarados,Skarmory,166,19,3,88.3
12,5,Skarmory,Blastoise,Golem,Magneton,Noctowl,Xatu,181,24,0,88.3
12,5,Snorlax,Manectric,Charizard,Noctowl,Flaaffy,Exeggutor,181,21,3,88.3
12,5,Blastoise,Mantine,Typhlosion,Venusaur,Feraligatr,Exeggutor,173,23,0,88.3
12,5,Donphan,Skarmory,Magneton,Raichu,Noctowl,Crobat,172,21,2,88.2
12,5,Magneton,Raichu,Rapidash,Hoothoot,Donphan,Natu,185,23,2,88.1
12,5,Fearow,Rapidash,Plusle,Gyarados,Golbat,Xatu,184,25,0,88.0
12,5,Jolteon,Azumarill,Electrode,Sceptile,Feraligatr,Scyther,184,24,1,88.0
12,5,Charizard,Electabuzz,Raichu,Feraligatr,Mantine,Gyarados,169,21,2,88.0
12,5,Blastoise,Cacturne,Magneton,Sceptile,Growlithe,Natu,175,24,0,87.9
12,5,Gyarados,Marowak,Blastoise,Porygon2,Plusle,Blissey,189,24,2,87.9
12,5,Pidgeotto,Magneton,Jolteon,Sceptile,Typhlosion,Golbat,174,24,0,87.9
12,5,Sceptile,Blastoise,Exeggutor,Magmar,Ninetales,Natu,166,23,0,87.8
12,5,Blastoise,Minun,Venusaur,Blissey,Exeggcute,Skarmory,173,22,2,87.8
12,5,Blastoise,Manectric,Raichu,Pidgeotto,Jolteon,Mantine,187,26,0,87.8
12,5,Xatu,Cradily,Scyther,Persian,Electrode,Donphan,165,21,2,87.8
12,5,Golem,Rapidash,Venusaur,Steelix,Plusle,Noctowl,165,19,4,87.8
12,5,Tentacruel,Blissey,Donphan,Charmeleon,Raichu,Miltank,179,25,0,87.7
12,5,Magneton,Scyther,Rapidash,Golduck,Sceptile,Spearow,185,25,1,87.7
12,5,Rapidash,Trapinch,Feraligatr,Donphan,Sceptile,Marill,170,24,0,87.6
12,5,Magneton,Xatu,Flareon,Scyther,Dugtrio,Exploud,177,25,0,87.6
12,5,Charizard,Exploud,Blastoise,Typhlosion,Persian,Charmeleon,184,25,1,87.6
12,5,Wartortle,Scyther,Manectric,Flygon,Flareon,Rapidash,184,24,2,87.6
12,5,Magneton,Marowak,Jolteon,Gyarados,Gloom,Crobat,169,24,0,87.6
12,5,Raichu,Gyarados,Miltank,Trapinch,Electrode,Fearow,175,23,2,87.5
12,5,Raichu,Gyarados,Magcargo,Porygon2,Electrode,Typhlosion,154,18,4,87.5
12,5,Vibrava,Blastoise,Electrode,Exeggutor,Donphan,Gyarados,168,24,0,87.5
12,5,Sceptile,Slaking,Rapidash,Blissey,Noctowl,Magmar,173,17,8,87.4
12,5,Blastoise,Xatu,Azumarill,Blaziken,Exploud,Sceptile,166,23,1,87.4
12,5,Rapidash,Raichu,Gyarados,Marowak,Hoothoot,Trapinch,172,22,3,87.3
12,5,Blastoise,Flygon,Venusaur,Swampert,Pelipper,Rapidash,185,20,7,87.3
12,5,Ivysaur,Charizard,Gyarados,Venusaur,Crobat,Magcargo,178,23,3,87.3
12,5,Tentacruel,Ponyta,Jolteon,Donphan,Charizard,Venusaur,184,26,1,87.2
12,5,Charizard,Golduck,Golem,Snorlax,Donphan,Xatu,183,27,0,87.1
12,5,Cubone,Feraligatr,Swampert,Manectric,Gyarados,Flygon,176,26,0,87.1
12,5,Quilava,Manectric,Golduck,Xatu,Donphan,Gyarados,169,25,0,87.1
12,5,Raichu,Rapidash,Azumarill,Charizard,Gyarados,Hoothoot,169,22,3,87.1
12,5,Magneton,Marowak,Blissey,Fearow,Raichu,Quilava,189,28,0,87.1
12,5,Blissey,Charizard,Onix,Jolteon,Sceptile,Steelix,162,24,0,87.1
12,5,Sceptile,Blissey,Loudred,Scyther,Slaking,Jolteon,175,19,7,87.1
12,5,Starmie,Magneton,Blissey,Staryu,Gyarados,Golem,168,25,0,87.0
12,5,Flygon,Persian,Venusaur,Staryu,Natu,Scyther,174,15,11,87.0
12,5,Gyarados,Blissey,Raichu,Exeggcute,Golem,Golbat,180,27,0,87.0
12,5,Raichu,Venusaur,Manectric,Loudred,Persian,Pelipper,186,23,5,86.9
12,5,Skarmory,Flaaffy,Camerupt,Sceptile,Venusaur,Lileep,159,24,0,86.9
12,5,Gyarados,Venusaur,Marowak,Magnemite,Rapidash,Camerupt,172,23,3,86.9
12,5,Snorlax,Meganium,Manectric,Xatu,Magmar,Venusaur,185,27,1,86.9
12,5,Loudred,Pelipper,Donphan,Manectric,Noctowl,Vaporeon,171,24,2,86.8
12,5,Sunflora,Blastoise,Flygon,Typhlosion,Smeargle,Jolteon,171,22,4,86.8
12,5,Sunflora,Flygon,Blastoise,Vaporeon,Pupitar,Loudred,164,25,0,86.8
12,5,Flaaffy,Manectric,Slowbro,Venusaur,Scyther,Growlithe,177,16,11,86.8
12,5,Blissey,Tentacruel,Jolteon,Rapidash,Fearow,Feraligatr,170,23,3,86.7
12,5,Gyarados,Porygon2,Manectric,Cradily,Jolteon,Exeggutor,170,25,1,86.7
12,5,Golduck,Blissey,Azumarill,Typhlosion,Flygon,Magnemite,169,26,0,86.7
12,5,Blastoise,Venusaur,Gloom,Fearow,Loudred,Lileep,156,21,3,86.7
12,5,Psyduck,Cradily,Gyarados,Flaaffy,Xatu,Charizard,169,23,3,86.7
12,5,Sandshrew,Slowbro,Charizard,Scyther,Flygon,Electabuzz,169,24,2,86.7
12,5,Skarmory,Smeargle,Gyarados,Miltank,Magnemite,Charizard,169,26,0,86.7
12,5,Porygon2,Charizard,Electrode,Sunflora,Raichu,Exeggcute,188,29,0,86.6
12,5,Donphan,Azumarill,Xatu,Manectric,Magmar,Meganium,187,28,1,86.6
12,5,Flareon,Dugtrio,Blissey,Electabuzz,Ninetales,Scyther,174,27,0,86.6
12,5,Manectric,Typhlosion,Blissey,Donphan,Skarmory,Exeggcute,180,27,1,86.5
12,5,Sceptile,Minun,Blissey,Slaking,Porygon2,Fearow,160,24,1,86.5
12,5,Croconaw,Steelix,Exploud,Gyarados,Scyther,Fearow,166,26,0,86.5
12,5,Golem,Manectric,Flaaffy,Sandslash,Tentacruel,Scyther,166,24,2,86.5
12,5,Flareon,Feraligatr,Minun,Starmie,Xatu,Snorlax,172,27,0,86.4
12,5,Growlithe,Porygon2,Feraligatr,Manectric,Venusaur,Quilava,172,25,2,86.4
12,5,Blissey,Natu,Exploud,Charizard,Snorlax,Electrike,178,28,0,86.4
12,5,Starmie,Fearow,Marowak,Growlithe,Rapidash,Sceptile,171,27,0,86.4
12,5,Natu,Flygon,Scyther,Magneton,Tentacruel,Venusaur,183,29,0,86.3
12,5,Rapidash,Psyduck,Sunflora,Exploud,Fearow,Gyarados,183,28,1,86.3
12,5,Skarmory,Jolteon,Quilava,Fearow,Ivysaur,Blastoise,183,27,2,86.3
12,5,Natu,Skarmory,Charizard,Gyarados,Jolteon,Slowbro,176,28,0,86.3
12,5,Ponyta,Gyarados,Marowak,Electabuzz,Blastoise,Dugtrio,176,28,0,86.3
12,5,Charizard,Sceptile,Vigoroth,Noctowl,Slowbro,Venusaur,169,17,10,86.2
12,5,Croconaw,Feraligatr,Pelipper,Manectric,Fearow,Flareon,175,27,1,86.2
12,5,Charizard,Ninetales,Typhlosion,Golbat,Donphan,Flaaffy,187,30,0,86.2
12,5,Flygon,Minun,Rapidash,Charizard,Dugtrio,Xatu,168,26,1,86.2
12,5,Sandslash,Miltank,Sceptile,Typhlosion,Rapidash,Cradily,155,24,1,86.1
12,5,Golduck,Venusaur,Starmie,Vibrava,Cradily,Snorlax,167,21,6,86.1
12,5,Flaaffy,Gyarados,Vaporeon,Ponyta,Blissey,Noctowl,179,29,0,86.1
12,5,Blastoise,Charizard,Mantine,Charmeleon,Flareon,Porygon2,172,28,0,86.0
12,5,Steelix,Charizard,Marowak,Slowbro,Fearow,Venusaur,172,25,3,86.0
12,5,Persian,Cradily,Skarmory,Donphan,Porygon2,Flareon,172,21,7,86.0
12,5,Loudred,Flaaffy,Magneton,Venusaur,Manectric,Plusle,190,31,0,86.0
12,5,Gyarados,Croconaw,Cradily,Loudred,Electabuzz,Crobat,171,28,0,85.9
12,5,Ninetales,Blastoise,Blaziken,Donphan,Charizard,Smeargle,177,29,0,85.9
12,5,Scyther,Electabuzz,Electrode,Gyarados,Dugtrio,Starmie,181,30,0,85.8
12,5,Loudred,Manectric,Blastoise,Gyarados,Sceptile,Marill,181,29,1,85.8
12,5,Magmar,Graveler,Flaaffy,Sceptile,Camerupt,Scyther,174,28,1,85.7
12,5,Vigoroth,Blastoise,Golem,Magnemite,Venusaur,Pelipper,168,27,1,85.7
12,5,Swampert,Electrode,Flaaffy,Gyarados,Azumarill,Cubone,162,27,0,85.7
12,5,Donphan,Raichu,Staryu,Sceptile,Flygon,Electrode,168,23,5,85.7
12,5,Xatu,Gyarados,Vigoroth,Skarmory,Staryu,Fearow,168,28,0,85.7
12,5,Venusaur,Vigoroth,Electrode,Pelipper,Flygon,Marill,168,24,4,85.7
12,5,Staryu,Magnemite,Porygon2,Scyther,Persian,Sceptile,179,29,1,85.6
12,5,Fearow,Rapidash,Porygon2,Typhlosion,Geodude,Flareon,173,24,5,85.6
12,5,Fearow,Snorlax,Rapidash,Ponyta,Blastoise,Camerupt,167,28,0,85.6
12,5,Blissey,Persian,Vibrava,Meganium,Charizard,Venusaur,167,28,0,85.6
12,5,Exploud,Flygon,Noctowl,Manectric,Magnemite,Rapidash,161,18,9,85.6
12,5,Starmie,Raichu,Electrode,Pidgeotto,Spearow,Donphan,178,30,0,85.6
12,5,Magneton,Gyarados,Starmie,Cubone,Skarmory,Electrode,172,24,5,85.6
12,5,Typhlosion,Exeggutor,Jolteon,Plusle,Flygon,Ninetales,166,27,1,85.6
12,5,Manectric,Venusaur,Flygon,Onix,Electrike,Snorlax,171,24,5,85.5
12,5,Lileep,Venusaur,Jolteon,Flygon,Skarmory,Sandshrew,171,25,4,85.5
12,5,Skarmory,Voltorb,Flygon,Sceptile,Sandslash,Rapidash,171,26,3,85.5
12,5,Vigoroth,Xatu,Smeargle,Fearow,Venusaur,Vaporeon,159,24,3,85.5
12,5,Quilava,Manectric,Pelipper,Sandslash,Venusaur,Fearow,159,22,5,85.5
12,5,Electabuzz,Pupitar,Voltorb,Azumarill,Sandslash,Loudred,153,26,0,85.5
12,5,Rapidash,Jolteon,Persian,Gyarados,Donphan,Slugma,181,31,0,85.4
12,5,Miltank,Charizard,Natu,Manectric,Feraligatr,Flaaffy,186,32,0,85.3
12,5,Magneton,Snorlax,Skarmory,Dugtrio,Exeggutor,Xatu,173,29,1,85.2
12,5,Noctowl,Donphan,Exeggutor,Blissey,Charizard,Scyther,173,21,9,85.2
12,5,Magneton,Vaporeon,Exeggcute,Gyarados,Smeargle,Miltank,166,29,0,85.1
12,5,Venusaur,Loudred,Spearow,Charizard,Snorlax,Natu,160,26,2,85.1
12,5,Cradily,Rapidash,Electabuzz,Venusaur,Manectric,Staryu,171,23,7,85.1
12,5,Skarmory,Jolteon,Blastoise,Hoothoot,Donphan,Meganium,165,29,0,85.1
12,5,Typhlosion,Fearow,Charizard,Jolteon,Golduck,Dugtrio,165,29,0,85.1
12,5,Sceptile,Loudred,Magneton,Blaziken,Cradily,Fearow,159,28,0,85.0
12,5,Grovyle,Exploud,Rapidash,Sandslash,Blastoise,Blissey,176,31,0,85.0
12,5,Trapinch,Vaporeon,Donphan,Jolteon,Typhlosion,Blastoise,170,30,0,85.0
12,5,Fearow,Persian,Blastoise,Donphan,Sandslash,Minun,170,30,0,85.0
12,5,Charizard,Scyther,Girafarig,Natu,Slaking,Gyarados,164,27,2,85.0
12,5,Blastoise,Cradily,Magcargo,Flareon,Charizard,Electrode,169,23,7,84.9
12,5,Typhlosion,Gyarados,Exeggcute,Sunflora,Electabuzz,Skarmory,169,30,0,84.9
12,5,Crobat,Sceptile,Blissey,Meganium,Electabuzz,Charizard,169,29,1,84.9
12,5,Exeggcute,Charizard,Vigoroth,Ninetales,Raichu,Exeggutor,169,29,1,84.9
12,5,Flaaffy,Exeggutor,Fearow,Noctowl,Ninetales,Meganium,180,31,1,84.9
12,5,Blastoise,Minun,Typhlosion,Snorlax,Scyther,Graveler,174,31,0,84.9
12,5,Tentacruel,Skarmory,Sceptile,Jolteon,Typhlosion,Azumarill,184,32,1,84.8
12,5,Magcargo,Crobat,Persian,Feraligatr,Gyarados,Rapidash,167,29,1,84.8
12,5,Sceptile,Manectric,Exploud,Starmie,Ponyta,Azumarill,161,29,0,84.7
12,5,Magneton,Noctowl,Flygon,Ninetales,Slaking,Porygon2,166,28,2,84.7
12,5,Raichu,Xatu,Flareon,Dugtrio,Fearow,Miltank,193,34,1,84.6
12,5,Pupitar,Fearow,Sandslash,Minun,Growlithe,Loudred,165,28,2,84.6
12,5,Quilava,Xatu,Steelix,Gyarados,Venusaur,Sunflora,165,29,1,84.6
12,5,Snorlax,Donphan,Pupitar,Flygon,Noctowl,Loudred,176,26,6,84.6
12,5,Rapidash,Slaking,Charizard,Vibrava,Xatu,Venusaur,170,29,2,84.6
12,5,Flaaffy,Donphan,Noctowl,Gyarados,Charizard,Spearow,170,19,12,84.6
12,5,Sandslash,Typhlosion,Starmie,Flaaffy,Marowak,Meganium,148,27,0,84.6
12,5,Starmie,Typhlosion,Miltank,Charizard,Lileep,Porygon2,175,32,0,84.5
12,5,Gyarados,Vaporeon,Rapidash,Venusaur,Slaking,Sandslash,175,31,1,84.5
12,5,Sandshrew,Gyarados,Noctowl,Flygon,Graveler,Slowbro,169,31,0,84.5
12,5,Magneton,Xatu,Electabuzz,Graveler,Smeargle,Rapidash,169,28,3,84.5
12,5,Ninetales,Exeggcute,Scyther,Golem,Blissey,Xatu,158,29,0,84.5
12,5,Exploud,Pupitar,Sceptile,Spearow,Sandslash,Jolteon,163,28,2,84.5
12,5,Porygon2,Raichu,Starmie,Sceptile,Cacturne,Graveler,163,30,0,84.5
12,5,Magneton,Electrike,Blissey,Fearow,Donphan,Onix,184,34,0,84.4
12,5,Fearow,Manectric,Exploud,Magneton,Scyther,Magmar,173,31,1,84.4
12,5,Fearow,Cradily,Marowak,Rapidash,Raichu,Mantine,167,29,2,84.3
12,5,Charizard,Flaaffy,Feraligatr,Donphan,Exeggcute,Gloom,167,31,0,84.3
12,5,Jolteon,Venusaur,Chansey,Slowbro,Electrode,Lileep,167,27,4,84.3
12,5,Slowbro,Venusaur,Geodude,Gyarados,Mantine,Exploud,172,24,8,84.3
12,5,Vibrava,Magcargo,Pidgeotto,Donphan,Raichu,Fearow,182,34,0,84.3
12,5,Blastoise,Sceptile,Spearow,Exploud,Swampert,Noctowl,171,29,3,84.2
12,5,Marowak,Porygon2,Slugma,Gyarados,Electabuzz,Feraligatr,160,30,0,84.2
12,5,Noctowl,Jolteon,Sandslash,Venusaur,Staryu,Pupitar,160,28,2,84.2
12,5,Voltorb,Charizard,Pidgeotto,Dugtrio,Fearow,Scyther,181,34,0,84.2
12,5,Venusaur,Golduck,Charizard,Quilava,Manectric,Voltorb,181,29,5,84.2
12,5,Sceptile,Charizard,Girafarig,Lileep,Vigoroth,Scyther,170,30,2,84.2
12,5,Magmar,Starmie,Sceptile,Electabuzz,Psyduck,Venusaur,180,24,10,84.1
12,5,Blastoise,Magmar,Fearow,Xatu,Lileep,Swampert,169,32,0,84.1
12,5,Tentacruel,Gyarados,Flygon,Typhlosion,Charizard,Snorlax,174,30,3,84.1
12,5,Venusaur,Charizard,Tentacruel,Blaziken,Persian,Pidgeotto,184,27,8,84.0
12,5,Meganium,Venusaur,Sceptile,Fearow,Slugma,Smeargle,168,24,8,84.0
12,5,Jolteon,Vibrava,Skarmory,Electrode,Persian,Donphan,178,34,0,84.0
12,5,Golem,Persian,Gyarados,Scyther,Dugtrio,Manectric,162,31,0,83.9
12,5,Slugma,Manectric,Flaaffy,Gyarados,Cacturne,Marowak,167,29,3,83.9
12,5,Grovyle,Fearow,Jolteon,Xatu,Dugtrio,Golduck,172,33,0,83.9
12,5,Blastoise,Flareon,Feraligatr,Blissey,Trapinch,Natu,177,34,0,83.9
12,5,Rapidash,Fearow,Magnemite,Meganium,Manectric,Steelix,182,35,0,83.9
12,5,Golbat,Feraligatr,Flygon,Skarmory,Venusaur,Manectric,166,30,2,83.8
12,5,Persian,Sandshrew,Blastoise,Cradily,Jolteon,Blaziken,171,28,5,83.8
12,5,Sceptile,Camerupt,Typhlosion,Natu,Loudred,Venusaur,171,29,4,83.8
12,5,Charizard,Swampert,Noctowl,Jolteon,Starmie,Blastoise,160,25,6,83.8
12,5,Raichu,Electabuzz,Skarmory,Porygon2,Miltank,Rapidash,160,29,2,83.8
12,5,Ponyta,Sceptile,Venusaur,Dugtrio,Snorlax,Gyarados,170,25,8,83.7
12,5,Blastoise,Feraligatr,Gyarados,Xatu,Scyther,Ponyta,170,33,0,83.7
12,5,Exeggcute,Mantine,Magneton,Feraligatr,Venusaur,Exploud,175,34,0,83.7
12,5,Blissey,Scyther,Meganium,Gyarados,Steelix,Typhlosion,154,30,0,83.7
12,5,Blastoise,Graveler,Jolteon,Grovyle,Donphan,Snorlax,164,32,0,83.7
12,5,Flygon,Flaaffy,Lileep,Sandslash,Azumarill,Scyther,164,29,3,83.7
12,5,Donphan,Cradily,Cacturne,Gyarados,Blissey,Wartortle,169,31,2,83.7
12,5,Slugma,Exeggutor,Noctowl,Charizard,Raichu,Fearow,169,29,4,83.7
12,5,Plusle,Venusaur,Charizard,Sandslash,Donphan,Vigoroth,169,30,3,83.7
12,5,Crobat,Starmie,Blastoise,Vigoroth,Sceptile,Manectric,173,33,1,83.6
12,5,Smeargle,Fearow,Ninetales,Electabuzz,Electrode,Noctowl,173,33,1,83.6
12,5,Spearow,Magneton,Gyarados,Starmie,Onix,Marowak,173,34,0,83.6
12,5,Scyther,Camerupt,Feraligatr,Cacturne,Flygon,Electabuzz,178,34,1,83.6
12,5,Charizard,Gyarados,Marill,Electrode,Camerupt,Growlithe,188,33,4,83.6
12,5,Magcargo,Xatu,Golduck,Starmie,Natu,Charizard,147,29,0,83.5
12,5,Slugma,Blastoise,Fearow,Noctowl,Vibrava,Flygon,157,27,4,83.5
12,5,Gyarados,Flaaffy,Natu,Donphan,Persian,Minun,157,31,0,83.5
12,5,Charizard,Sandshrew,Blissey,Feraligatr,Loudred,Starmie,162,30,2,83.5
12,5,Cradily,Manectric,Charizard,Jolteon,Crobat,Plusle,172,33,1,83.5
12,5,Rapidash,Snorlax,Miltank,Flareon,Skarmory,Blissey,172,34,0,83.5
12,5,Sandslash,Feraligatr,Staryu,Rapidash,Donphan,Loudred,177,35,0,83.5
12,5,Gyarados,Sandslash,Raichu,Fearow,Vibrava,Magneton,151,27,3,83.4
12,5,Fearow,Blissey,Mantine,Manectric,Pupitar,Steelix,161,31,1,83.4
12,5,Pupitar,Magnemite,Persian,Spearow,Cacturne,Donphan,161,31,1,83.4
12,5,Flygon,Electabuzz,Sceptile,Jolteon,Lileep,Loudred,161,32,0,83.4
12,5,Exploud,Venusaur,Trapinch,Fearow,Electrode,Psyduck,171,31,3,83.4
12,5,Magneton,Exploud,Donphan,Blaziken,Golbat,Sceptile,176,31,4,83.4
12,5,Vaporeon,Porygon2,Meganium,Charizard,Sandslash,Crobat,175,35,0,83.3
