Round,Tier,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Wins,Losses,Draws,WinRate%
15,6,Groudon,Starmie,Pidgeot,Raikou,Azumarill,Tauros,187,20,0,90.3
15,6,Raikou,Lugia,Celebi,Scizor,Dugtrio,Manectric,167,18,0,90.3
15,6,Lugia,Donphan,Girafarig,Flaaffy,Arcanine,Venusaur,175,19,0,90.2
15,6,Raikou,Vileplume,Xatu,Tyranitar,Electabuzz,Fearow,193,20,1,90.2
15,6,Vibrava,Feraligatr,Pidgeot,Flygon,Tauros,Xatu,183,20,0,90.1
15,6,Pidgeot,Cacturne,Tyranitar,Celebi,Groudon,Fearow,181,18,2,90.0
15,6,Golem,Scizor,Celebi,Slowbro,Pidgeot,Gyarados,171,18,1,90.0
15,6,Tyranitar,Scyther,Raikou,Cacturne,Pidgeot,Flygon,185,21,0,89.8
15,6,Moltres,Magneton,Lugia,Celebi,Electabuzz,Slaking,184,21,0,89.8
15,6,Venusaur,Miltank,Xatu,Arcanine,Rapidash,Tauros,184,12,9,89.8
15,6,Camerupt,Blastoise,Arcanine,Venusaur,Suicune,Pidgeot,175,18,2,89.7
15,6,Moltres,Vileplume,Tauros,Lugia,Suicune,Scizor,175,19,1,89.7
15,6,Donphan,Vibrava,Suicune,Slaking,Pidgeot,Blissey,182,21,0,89.7
15,6,Scyther,Ampharos,Suicune,Xatu,Feraligatr,Celebi,173,19,1,89.6
15,6,Charizard,Suicune,Raichu,Growlithe,Tropius,Fearow,180,19,2,89.6
15,6,Starmie,Tauros,Xatu,Gyarados,Groudon,Raikou,179,20,1,89.5
15,6,Scizor,Groudon,Suicune,Arcanine,Donphan,Scyther,202,23,1,89.4
15,6,Staryu,Magneton,Pidgeot,Fearow,Charizard,Tauros,193,21,2,89.4
15,6,Fearow,Starmie,Donphan,Tyranitar,Electrode,Pidgeot,176,18,3,89.3
15,6,Flaaffy,Lugia,Gyarados,Sceptile,Tauros,Sandslash,175,21,0,89.3
15,6,Donphan,Rapidash,Raikou,Xatu,Skarmory,Groudon,182,22,0,89.2
15,6,Charizard,Scizor,Miltank,Celebi,Donphan,Lugia,182,22,0,89.2
15,6,Vileplume,Suicune,Arcanine,Gyarados,Scizor,Raikou,173,21,0,89.2
15,6,Donphan,Jolteon,Xatu,Azumarill,Celebi,Groudon,170,21,0,89.0
15,6,Suicune,Xatu,Pidgeot,Manectric,Exeggutor,Magmar,153,17,2,89.0
15,6,Scizor,Suicune,Lugia,Flaaffy,Vileplume,Tropius,184,23,0,88.9
15,6,Lugia,Jolteon,Electrode,Charizard,Xatu,Moltres,175,21,1,88.8
15,6,Magneton,Skarmory,Vaporeon,Fearow,Tauros,Gyarados,173,22,0,88.7
15,6,Donphan,Persian,Rapidash,Tauros,Pidgeotto,Arcanine,173,20,2,88.7
15,6,Xatu,Sceptile,Venusaur,Fearow,Scizor,Groudon,180,15,8,88.7
15,6,Arcanine,Celebi,Fearow,Flaaffy,Raichu,Skarmory,179,23,0,88.6
15,6,Exploud,Lileep,Charizard,Donphan,Raikou,Tauros,178,23,0,88.6
15,6,Vileplume,Skarmory,Tyranitar,Lugia,Raikou,Donphan,178,23,0,88.6
15,6,Raichu,Girafarig,Scyther,Donphan,Tauros,Magneton,170,22,0,88.5
15,6,Groudon,Lugia,Flaaffy,Raikou,Moltres,Charizard,162,21,0,88.5
15,6,Pidgeotto,Suicune,Raikou,Snorlax,Camerupt,Tauros,169,21,1,88.5
15,6,Scizor,Groudon,Venusaur,Tauros,Donphan,Scyther,169,22,0,88.5
15,6,Exploud,Pidgeot,Raichu,Tauros,Electrode,Celebi,184,23,1,88.5
15,6,Donphan,Sceptile,Electabuzz,Xatu,Pidgeot,Vibrava,184,23,1,88.5
15,6,Suicune,Donphan,Celebi,Flaaffy,Manectric,Staryu,183,24,0,88.4
15,6,Fearow,Blissey,Dugtrio,Lugia,Electabuzz,Xatu,160,20,1,88.4
15,6,Flaaffy,Scyther,Vileplume,Moltres,Tauros,Charizard,174,22,1,88.3
15,6,Manectric,Rapidash,Suicune,Jolteon,Fearow,Electrode,172,15,8,88.2
15,6,Vileplume,Rapidash,Blissey,Suicune,Celebi,Lugia,172,23,0,88.2
15,6,Rapidash,Vileplume,Arcanine,Fearow,Flaaffy,Scizor,193,26,0,88.1
15,6,Lugia,Donphan,Exploud,Slaking,Lileep,Tauros,185,23,2,88.1
15,6,Groudon,Charizard,Skarmory,Pidgeot,Lugia,Flareon,169,23,0,88.0
15,6,Celebi,Rapidash,Xatu,Starmie,Pidgeot,Noctowl,168,22,1,88.0
15,6,Xatu,Typhlosion,Groudon,Flaaffy,Lugia,Gyarados,189,24,2,87.9
15,6,Suicune,Charizard,Persian,Rapidash,Manectric,Tauros,166,21,2,87.8
15,6,Suicune,Bellossom,Scyther,Sceptile,Fearow,Groudon,173,24,0,87.8
15,6,Tentacruel,Lugia,Exploud,Starmie,Tauros,Pidgeot,187,25,1,87.8
15,6,Typhlosion,Fearow,Donphan,Gyarados,Pidgeot,Flygon,165,23,0,87.8
15,6,Flareon,Moltres,Gyarados,Pidgeot,Jolteon,Donphan,177,25,0,87.6
15,6,Suicune,Vileplume,Starmie,Fearow,Ampharos,Charizard,197,27,1,87.6
15,6,Suicune,Magmar,Flareon,Donphan,Raikou,Xatu,158,22,1,87.3
15,6,Manectric,Pelipper,Marowak,Pidgeot,Celebi,Tropius,171,24,1,87.2
15,6,Groudon,Skarmory,Pidgeot,Azumarill,Lugia,Graveler,164,24,0,87.2
15,6,Gloom,Tropius,Charizard,Electrike,Groudon,Lugia,157,23,0,87.2
15,6,Moltres,Raichu,Marowak,Lugia,Flaaffy,Gyarados,184,26,1,87.2
15,6,Raikou,Bellossom,Lugia,Electrike,Blastoise,Xatu,170,25,0,87.2
15,6,Arcanine,Tropius,Flaaffy,Celebi,Ninetales,Typhlosion,183,25,2,87.1
15,6,Suicune,Sandslash,Tauros,Scizor,Moltres,Marowak,169,25,0,87.1
15,6,Tropius,Staryu,Suicune,Tauros,Sceptile,Celebi,169,25,0,87.1
15,6,Sandslash,Exploud,Scizor,Blastoise,Lugia,Raikou,196,28,1,87.1
15,6,Arcanine,Moltres,Charizard,Graveler,Venusaur,Tauros,162,23,1,87.1
15,6,Tauros,Sandslash,Scizor,Starmie,Arcanine,Flygon,168,25,0,87.0
15,6,Groudon,Scizor,Celebi,Suicune,Exploud,Crobat,188,28,0,87.0
15,6,Camerupt,Lugia,Steelix,Tauros,Exploud,Scizor,181,24,3,87.0
15,6,Suicune,Ampharos,Scizor,Sandslash,Staryu,Xatu,181,27,0,87.0
15,6,Suicune,Magcargo,Celebi,Electabuzz,Raichu,Tentacruel,154,23,0,87.0
15,6,Groudon,Blastoise,Moltres,Lugia,Scizor,Tyranitar,167,25,0,87.0
15,6,Arcanine,Groudon,Graveler,Flaaffy,Xatu,Scyther,167,24,1,87.0
15,6,Exeggutor,Blastoise,Bellossom,Donphan,Tauros,Marowak,167,25,0,87.0
15,6,Blastoise,Pidgeotto,Raikou,Donphan,Moltres,Arcanine,186,27,1,86.9
15,6,Pidgeotto,Suicune,Pidgeot,Arcanine,Golem,Cradily,166,23,2,86.9
15,6,Cradily,Tyranitar,Celebi,Scizor,Groudon,Pidgeot,166,20,5,86.9
15,6,Lugia,Exploud,Moltres,Raikou,Scizor,Rapidash,199,27,3,86.9
15,6,Flaaffy,Fearow,Donphan,Moltres,Magcargo,Celebi,172,26,0,86.9
15,6,Celebi,Electabuzz,Lugia,Ampharos,Sceptile,Dugtrio,171,26,0,86.8
15,6,Tyranitar,Suicune,Arcanine,Scizor,Celebi,Lugia,164,22,3,86.8
15,6,Blissey,Raichu,Skarmory,Scizor,Tauros,Celebi,177,27,0,86.8
15,6,Suicune,Graveler,Persian,Manectric,Pidgeot,Bellossom,177,26,1,86.8
15,6,Starmie,Manectric,Tauros,Sceptile,Lugia,Celebi,190,28,1,86.8
15,6,Vibrava,Arcanine,Raikou,Lugia,Pidgeot,Growlithe,170,26,0,86.7
15,6,Donphan,Blastoise,Scizor,Pelipper,Pidgeot,Tauros,170,24,2,86.7
15,6,Celebi,Graveler,Scizor,Fearow,Golem,Moltres,183,28,0,86.7
15,6,Charizard,Donphan,Fearow,Pupitar,Flaaffy,Cacturne,163,24,1,86.7
15,6,Electabuzz,Venusaur,Scizor,Manectric,Pidgeot,Donphan,175,21,6,86.6
15,6,Charizard,Scizor,Blissey,Ampharos,Raichu,Xatu,168,26,0,86.6
15,6,Exploud,Donphan,Moltres,Scizor,Flygon,Jolteon,168,23,3,86.6
15,6,Manectric,Blastoise,Jolteon,Lugia,Blissey,Typhlosion,180,28,0,86.5
15,6,Snorlax,Suicune,Pidgeotto,Tauros,Magmar,Flygon,167,25,1,86.5
15,6,Girafarig,Skarmory,Charizard,Xatu,Crobat,Tauros,186,28,1,86.5
15,6,Staryu,Donphan,Tauros,Dugtrio,Pidgeot,Cacturne,160,24,1,86.5
15,6,Starmie,Vileplume,Tauros,Donphan,Manectric,Pidgeot,185,25,4,86.4
15,6,Sceptile,Charizard,Donphan,Blastoise,Scizor,Moltres,172,27,0,86.4
15,6,Typhlosion,Blastoise,Dugtrio,Lugia,Donphan,Celebi,159,24,1,86.4
15,6,Slaking,Sceptile,Venusaur,Raikou,Golem,Lugia,178,24,4,86.4
15,6,Arcanine,Magcargo,Feraligatr,Lugia,Sandslash,Pidgeot,170,27,0,86.3
15,6,Blastoise,Girafarig,Lugia,Tyranitar,Fearow,Jolteon,176,24,4,86.3
15,6,Starmie,Suicune,Fearow,Vaporeon,Raikou,Pidgeot,163,25,1,86.2
15,6,Moltres,Pelipper,Exploud,Celebi,Pidgeot,Electrike,188,28,2,86.2
15,6,Flareon,Suicune,Magmar,Pidgeot,Celebi,Magcargo,181,28,1,86.2
15,6,Moltres,Staryu,Arcanine,Lugia,Jolteon,Exeggutor,181,28,1,86.2
15,6,Suicune,Growlithe,Electabuzz,Fearow,Magneton,Celebi,174,28,0,86.1
15,6,Fearow,Graveler,Arcanine,Tauros,Persian,Flygon,173,28,0,86.1
15,6,Groudon,Suicune,Miltank,Flareon,Vaporeon,Pidgeot,179,27,2,86.1
15,6,Exploud,Charizard,Rapidash,Sceptile,Electrode,Tyranitar,179,29,0,86.1
15,6,Magmar,Flygon,Snorlax,Moltres,Fearow,Tauros,179,28,1,86.1
15,6,Pidgeot,Rapidash,Donphan,Groudon,Arcanine,Cradily,185,27,3,86.0
15,6,Groudon,Donphan,Skarmory,Cacturne,Lugia,Ampharos,172,28,0,86.0
15,6,Cradily,Groudon,Scizor,Exeggutor,Suicune,Pidgeot,172,27,1,86.0
15,6,Groudon,Flareon,Raikou,Celebi,Lugia,Growlithe,178,28,1,86.0
15,6,Tauros,Raikou,Manectric,Pidgeot,Vibrava,Groudon,178,29,0,86.0
15,6,Sceptile,Celebi,Lugia,Flygon,Marowak,Donphan,190,31,0,86.0
15,6,Donphan,Scizor,Xatu,Sceptile,Magmar,Golem,153,25,0,86.0
15,6,Scyther,Flareon,Lugia,Arcanine,Celebi,Manectric,165,26,1,85.9
15,6,Scyther,Electrode,Suicune,Typhlosion,Lugia,Blissey,171,27,1,85.9
15,6,Charizard,Xatu,Noctowl,Raikou,Skarmory,Groudon,189,23,8,85.9
15,6,Electrode,Flygon,Celebi,Lugia,Jolteon,Pupitar,170,25,3,85.9
15,6,Feraligatr,Girafarig,Blissey,Jolteon,Donphan,Fearow,170,27,1,85.9
15,6,Magmar,Feraligatr,Charizard,Raikou,Pidgeot,Vibrava,169,28,0,85.8
15,6,Raikou,Donphan,Ampharos,Cradily,Tauros,Starmie,175,29,0,85.8
15,6,Starmie,Lugia,Donphan,Gyarados,Miltank,Xatu,181,30,0,85.8
15,6,Lugia,Arcanine,Donphan,Raikou,Cacturne,Miltank,174,28,1,85.7
15,6,Fearow,Suicune,Starmie,Pidgeot,Sceptile,Lileep,168,28,0,85.7
15,6,Exploud,Magneton,Jolteon,Flaaffy,Celebi,Fearow,168,27,1,85.7
15,6,Magneton,Skarmory,Celebi,Feraligatr,Electrode,Blastoise,174,29,0,85.7
15,6,Pidgeotto,Pidgeot,Raikou,Tauros,Suicune,Tyranitar,162,27,0,85.7
15,6,Marowak,Jolteon,Lugia,Donphan,Electrode,Blissey,156,26,0,85.7
15,6,Magneton,Charizard,Camerupt,Moltres,Sceptile,Tauros,173,27,2,85.6
15,6,Moltres,Starmie,Jolteon,Vileplume,Raikou,Groudon,173,29,0,85.6
15,6,Suicune,Graveler,Tauros,Raichu,Gyarados,Dugtrio,161,26,1,85.6
15,6,Growlithe,Venusaur,Magneton,Moltres,Electrode,Tauros,172,16,13,85.6
15,6,Camerupt,Celebi,Electabuzz,Scizor,Jolteon,Moltres,172,27,2,85.6
15,6,Moltres,Lugia,Tyranitar,Rapidash,Slowbro,Golduck,160,24,3,85.6
15,6,Crobat,Snorlax,Pidgeot,Cradily,Donphan,Lugia,183,29,2,85.5
15,6,Moltres,Pidgeot,Electrode,Skarmory,Vibrava,Flaaffy,165,28,0,85.5
15,6,Xatu,Fearow,Cacturne,Arcanine,Starmie,Tyranitar,165,25,3,85.5
15,6,Venusaur,Groudon,Manectric,Tauros,Raikou,Xatu,159,23,4,85.5
15,6,Snorlax,Exploud,Cradily,Tauros,Pidgeot,Flaaffy,176,26,4,85.4
15,6,Xatu,Persian,Blastoise,Charizard,Suicune,Manectric,158,25,2,85.4
15,6,Manectric,Suicune,Sceptile,Flygon,Lugia,Flareon,175,29,1,85.4
15,6,Ninetales,Exploud,Rapidash,Celebi,Arcanine,Crobat,175,28,2,85.4
15,6,Pidgeot,Electrike,Suicune,Crobat,Ninetales,Tauros,169,24,5,85.4
15,6,Magneton,Flareon,Lugia,Raikou,Raichu,Venusaur,169,28,1,85.4
15,6,Pidgeot,Magcargo,Cacturne,Raikou,Groudon,Scyther,169,29,0,85.4
15,6,Scizor,Moltres,Noctowl,Raikou,Lugia,Feraligatr,163,25,3,85.3
15,6,Girafarig,Donphan,Charizard,Feraligatr,Tauros,Noctowl,163,27,1,85.3
15,6,Jolteon,Fearow,Groudon,Suicune,Raichu,Tauros,157,19,8,85.3
15,6,Charizard,Feraligatr,Lileep,Scizor,Tauros,Gyarados,174,28,2,85.3
15,6,Celebi,Golem,Raikou,Xatu,Steelix,Suicune,174,26,4,85.3
15,6,Typhlosion,Skarmory,Moltres,Cacturne,Tauros,Celebi,173,29,1,85.2
15,6,Starmie,Arcanine,Blastoise,Azumarill,Flareon,Tauros,189,32,1,85.1
15,6,Scizor,Venusaur,Manectric,Magmar,Donphan,Fearow,166,28,1,85.1
15,6,Donphan,Arcanine,Fearow,Suicune,Cacturne,Slowbro,166,28,1,85.1
15,6,Rapidash,Electrode,Skarmory,Gyarados,Vileplume,Tauros,166,26,3,85.1
15,6,Celebi,Arcanine,Dugtrio,Persian,Gyarados,Flaaffy,166,29,0,85.1
15,6,Magneton,Cradily,Groudon,Raichu,Scizor,Graveler,171,29,1,85.1
15,6,Arcanine,Gyarados,Vaporeon,Xatu,Feraligatr,Tauros,165,25,4,85.1
15,6,Graveler,Blastoise,Scizor,Jolteon,Donphan,Raichu,159,28,0,85.0
15,6,Suicune,Crobat,Celebi,Flygon,Manectric,Gloom,176,31,0,85.0
15,6,Raikou,Flygon,Pidgeot,Magmar,Groudon,Arcanine,170,29,1,85.0
15,6,Gyarados,Sceptile,Raichu,Raikou,Groudon,Sandslash,181,30,2,85.0
15,6,Snorlax,Starmie,Raichu,Pidgeot,Flaaffy,Scizor,186,31,2,84.9
15,6,Pidgeot,Raikou,Bellossom,Golduck,Tauros,Blissey,169,30,0,84.9
15,6,Fearow,Gloom,Charizard,Blissey,Exploud,Celebi,163,28,1,84.9
15,6,Donphan,Ampharos,Typhlosion,Tauros,Snorlax,Feraligatr,179,32,0,84.8
15,6,Ampharos,Fearow,Arcanine,Cacturne,Tauros,Snorlax,172,30,1,84.7
15,6,Xatu,Pidgeot,Dugtrio,Skarmory,Tyranitar,Donphan,172,31,0,84.7
15,6,Blastoise,Fearow,Golem,Exploud,Lugia,Pidgeot,177,32,0,84.7
15,6,Persian,Scizor,Electrode,Fearow,Vaporeon,Groudon,182,33,0,84.7
15,6,Golduck,Venusaur,Tauros,Suicune,Pidgeot,Golem,165,20,10,84.6
15,6,Lugia,Venusaur,Manectric,Skarmory,Magneton,Flygon,165,28,2,84.6
15,6,Magneton,Ninetales,Tyranitar,Suicune,Xatu,Pidgeot,165,28,2,84.6
15,6,Raichu,Gyarados,Pidgeot,Azumarill,Golduck,Tauros,176,30,2,84.6
15,6,Graveler,Magneton,Sceptile,Arcanine,Pidgeot,Flareon,170,29,2,84.6
15,6,Growlithe,Suicune,Raikou,Pupitar,Celebi,Flaaffy,175,32,0,84.5
15,6,Vaporeon,Raikou,Arcanine,Fearow,Golem,Noctowl,175,32,0,84.5
15,6,Suicune,Blastoise,Magmar,Manectric,Arcanine,Donphan,175,30,2,84.5
15,6,Ninetales,Groudon,Pelipper,Manectric,Exploud,Lugia,175,32,0,84.5
15,6,Moltres,Groudon,Cacturne,Fearow,Donphan,Pidgeot,175,32,0,84.5
15,6,Tyranitar,Arcanine,Scizor,Groudon,Steelix,Lugia,180,30,3,84.5
15,6,Charizard,Electrode,Groudon,Slaking,Persian,Pidgeot,169,31,0,84.5
15,6,Blastoise,Suicune,Gyarados,Arcanine,Tyranitar,Flygon,169,28,3,84.5
15,6,Xatu,Moltres,Tauros,Flygon,Lileep,Blastoise,163,30,0,84.5
15,6,Lileep,Steelix,Pidgeot,Girafarig,Fearow,Tauros,157,28,1,84.4
15,6,Steelix,Ampharos,Flygon,Xatu,Donphan,Scizor,173,32,0,84.4
15,6,Pelipper,Pidgeot,Moltres,Suicune,Magmar,Groudon,173,29,3,84.4
15,6,Vileplume,Magneton,Pidgeot,Gyarados,Staryu,Flygon,167,30,1,84.3
15,6,Slaking,Charizard,Donphan,Pidgeot,Sceptile,Sandslash,172,32,0,84.3
15,6,Suicune,Bellossom,Snorlax,Vaporeon,Lugia,Electabuzz,172,29,3,84.3
15,6,Miltank,Raikou,Arcanine,Celebi,Suicune,Starmie,172,29,3,84.3
15,6,Jolteon,Suicune,Fearow,Noctowl,Raikou,Exploud,161,30,0,84.3
15,6,Graveler,Raikou,Celebi,Feraligatr,Arcanine,Noctowl,177,33,0,84.3
15,6,Donphan,Fearow,Charizard,Tyranitar,Tauros,Camerupt,166,27,4,84.3
15,6,Blissey,Pupitar,Tyranitar,Pidgeot,Exploud,Ampharos,155,27,2,84.2
15,6,Gyarados,Fearow,Raikou,Flaaffy,Raichu,Crobat,171,30,2,84.2
15,6,Raichu,Graveler,Bellossom,Xatu,Tauros,Scizor,160,28,2,84.2
15,6,Ninetales,Manectric,Celebi,Charizard,Flaaffy,Fearow,160,29,1,84.2
15,6,Golem,Jolteon,Celebi,Electabuzz,Flaaffy,Donphan,176,32,1,84.2
15,6,Moltres,Suicune,Flygon,Golduck,Tauros,Starmie,170,32,0,84.2
15,6,Slaking,Scizor,Dugtrio,Lugia,Pidgeot,Moltres,148,27,1,84.1
15,6,Pidgeot,Electrode,Electrike,Donphan,Arcanine,Tyranitar,169,31,1,84.1
15,6,Starmie,Tyranitar,Manectric,Xatu,Fearow,Lugia,174,30,3,84.1
15,6,Donphan,Suicune,Fearow,Typhlosion,Magmar,Starmie,158,30,0,84.0
15,6,Sceptile,Donphan,Scizor,Xatu,Noctowl,Vibrava,158,29,1,84.0
15,6,Flaaffy,Arcanine,Tauros,Exploud,Sceptile,Vibrava,179,34,0,84.0
15,6,Sceptile,Suicune,Scizor,Charizard,Xatu,Flareon,179,33,1,84.0
15,6,Arcanine,Tyranitar,Fearow,Rapidash,Skarmory,Golem,183,34,1,83.9
15,6,Pidgeot,Vileplume,Raikou,Pidgeotto,Tauros,Snorlax,162,30,1,83.9
15,6,Blastoise,Gyarados,Xatu,Pidgeot,Groudon,Electrike,162,31,0,83.9
15,6,Gyarados,Cacturne,Groudon,Pidgeot,Raichu,Fearow,162,28,3,83.9
15,6,Pidgeot,Miltank,Sceptile,Moltres,Tauros,Manectric,167,32,0,83.9
15,6,Fearow,Pidgeot,Sceptile,Rapidash,Arcanine,Crobat,167,31,1,83.9
15,6,Staryu,Crobat,Blastoise,Vileplume,Moltres,Tauros,167,28,4,83.9
15,6,Magneton,Miltank,Persian,Pidgeot,Pelipper,Donphan,172,33,0,83.9
15,6,Scyther,Xatu,Scizor,Raikou,Venusaur,Vileplume,151,27,2,83.9
15,6,Celebi,Flaaffy,Exeggutor,Ampharos,Moltres,Groudon,156,30,0,83.9
15,6,Scizor,Bellossom,Venusaur,Rapidash,Flygon,Tauros,156,26,4,83.9
15,6,Sandslash,Cacturne,Suicune,Tyranitar,Raichu,Flygon,161,31,0,83.9
15,6,Cradily,Arcanine,Xatu,Exploud,Moltres,Pidgeot,166,23,9,83.8
15,6,Donphan,Suicune,Moltres,Scyther,Raikou,Manectric,176,32,2,83.8
15,6,Electabuzz,Xatu,Magneton,Manectric,Rapidash,Celebi,181,35,0,83.8
15,6,Manectric,Vileplume,Fearow,Suicune,Groudon,Rapidash,165,31,1,83.8
15,6,Bellossom,Ampharos,Pidgeotto,Blastoise,Sceptile,Tauros,164,31,1,83.7
15,6,Tropius,Magneton,Flareon,Moltres,Pidgeot,Xatu,169,33,0,83.7
15,6,Azumarill,Charizard,Lugia,Electabuzz,Raichu,Pidgeot,169,31,2,83.7
15,6,Jolteon,Charizard,Exploud,Scizor,Tyranitar,Slowbro,163,31,1,83.6
15,6,Tyranitar,Electabuzz,Lugia,Donphan,Gloom,Raichu,163,29,3,83.6
15,6,Rapidash,Scizor,Groudon,Ninetales,Lugia,Starmie,173,34,0,83.6
15,6,Arcanine,Charizard,Electrode,Persian,Skarmory,Groudon,167,32,1,83.5
15,6,Celebi,Golem,Flaaffy,Ampharos,Pidgeot,Gyarados,177,34,1,83.5
15,6,Gyarados,Magneton,Lugia,Skarmory,Sceptile,Xatu,151,27,3,83.4
15,6,Lugia,Flygon,Pidgeot,Snorlax,Slaking,Fearow,156,28,3,83.4
15,6,Girafarig,Manectric,Magmar,Celebi,Charizard,Tauros,161,30,2,83.4
15,6,Golem,Scizor,Electrike,Arcanine,Donphan,Raichu,161,31,1,83.4
15,6,Manectric,Moltres,Pidgeot,Rapidash,Flareon,Flygon,166,33,0,83.4
